SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
513515,S.R.INDUS.  ,XT,Q,28.10,29.95,28.05,29.85,29.85,29.50,10,4931,140139.00,
513517,STEELCAST   ,X ,Q,200.65,204.70,200.00,200.35,200.00,200.65,47,2780,559663.00,
513519,PITTI LAMIN.,B ,Q,89.30,91.15,86.60,88.10,88.10,88.45,88,6664,593350.00,
513528,GLITTEK GRAN,XT,Q,2.88,2.88,2.88,2.88,2.88,2.75,2,600,1728.00,
513532,PRADEEP MET.,X ,Q,99.70,99.70,95.05,95.55,95.55,98.05,33,4505,433834.00,
513534,VARDHMAN IND,X ,Q,15.20,15.20,13.90,14.35,14.35,14.29,23,5300,77453.00,
513536,GNRL        ,X ,Q,21.10,21.25,21.10,21.10,21.10,21.05,4,868,18331.00,
513544,MARDIA SAMYG,Z ,Q,2.19,2.19,2.19,2.19,2.19,2.30,1,42,91.00,
513548,SHARDA ISPAT,XT,Q,86.65,86.65,86.65,86.65,86.65,91.20,1,1,86.00,
513554,MAHA STEEL  ,B ,Q,67.10,68.35,66.10,66.90,66.90,67.60,33,2036,136229.00,
513566,NOVA IRON&ST,XT,Q,6.98,6.98,6.98,6.98,6.98,7.22,1,24,167.00,
513599,HIND.COPPER ,A ,Q,73.30,74.80,71.75,74.25,74.25,72.55,2508,744954,54488377.00,
513605,SRIPIPES    ,B ,Q,350.90,351.00,347.85,349.80,349.80,349.65,91,3594,1257246.00,
513642,AXEL POLYMER,XT,Q,22.60,24.00,22.30,22.70,22.70,23.45,30,9518,215292.00,
513683,NLCINDIA    ,A ,Q,87.30,88.30,87.30,88.10,87.95,87.85,93,7196,632810.00,
513687,SPECTRA IND.,X ,Q,25.60,26.65,25.60,26.60,26.60,27.00,9,941,24206.00,
513691,JMT AUTO LTD,B ,Q,4.80,5.13,4.80,4.85,4.81,4.98,69,46364,223167.00,
513693,KIC METALIKS,X ,Q,177.00,177.00,177.00,177.00,177.00,173.55,28,15747,2787219.00,
513709,SHILP GRAVUR,X ,Q,158.50,159.90,150.30,153.50,153.50,160.20,180,7798,1214684.00,
513713,WHITEORG    ,X ,Q,108.05,109.00,107.00,108.00,108.00,108.20,61,6447,695664.00,
513729,ARO GRANITE ,B ,Q,60.75,62.00,59.15,59.95,59.70,60.65,60,4336,260561.00,
514010,HIM.FIBRES  ,X ,Q,4.90,5.24,4.60,4.61,4.85,4.90,17,3136,14860.00,
514028,RAJKAMAL SYN,XT,Q,18.35,18.35,18.30,18.30,18.30,18.60,4,597,10940.00,
514030,DEEPAK SPINN,X ,Q,87.00,87.00,85.00,85.30,85.00,87.00,17,2013,174140.00,
514034,JBF IND.LTD ,B ,Q,105.05,105.05,101.70,105.05,105.05,100.05,486,161851,16909580.00,
514036,LOY.TEX MILL,X ,Q,715.00,720.00,652.05,658.35,658.00,680.45,23,554,371896.00,
514043,HIMAT.SEIDE ,B ,Q,390.55,397.00,385.00,396.15,396.15,391.80,246,12452,4879318.00,
514045,BSL LTD.    ,B ,Q,72.45,73.50,71.00,72.95,73.45,73.05,56,8820,642786.00,
514087,PBM POLYTEX ,X ,Q,89.20,91.80,89.20,91.40,91.80,90.70,4,152,13562.00,
514128,KONARK SYN. ,X ,Q,11.46,11.46,11.46,11.46,11.46,10.92,2,1000,11460.00,
514138,SURYALATA SP,X ,Q,146.00,148.00,146.00,148.00,148.00,150.00,3,176,25848.00,
514142,TT LTD.     ,B ,Q,93.70,95.50,93.20,94.50,94.25,93.20,51,4952,466960.00,
514144,UNIWORTH LTD,XT,Q,0.76,0.76,0.76,0.76,0.76,0.79,2,197,149.00,
514162,WELSPUN (I) ,A ,Q,58.60,58.60,57.75,58.00,58.00,58.15,396,72299,4195372.00,
514165,IND.ACRYLICS,X ,Q,15.60,15.90,14.30,14.80,14.80,15.65,161,92481,1386031.00,
514167,GANESH ECOSP,B ,Q,395.90,396.00,386.00,388.10,393.00,395.80,29,771,300415.00,
514171,CEETA IND.  ,XT,Q,6.15,6.15,6.15,6.15,6.15,6.13,1,100,615.00,
514175,VARDHMAN POL,B ,Q,21.85,22.20,21.80,21.90,21.85,21.95,17,2138,47063.00,
514183,BLA ROS IND ,XT,Q,49.10,50.00,49.10,49.10,49.10,49.80,19,2653,130931.00,
514211,SUMEET INDUS,B ,Q,18.45,19.40,17.85,18.45,18.45,18.50,960,305353,5641108.00,
514215,BINNY LTD.  ,X ,Q,264.20,264.20,234.00,238.75,238.75,260.00,156,22382,5392985.00,
514223,RAMGOPAL POL,T ,Q,8.13,8.13,8.13,8.13,8.13,8.55,6,1116,9073.00,
514234,SANGAM INDIA,B ,Q,126.10,128.45,125.55,126.10,126.00,128.20,66,2396,302734.00,
514264,SEASONS TEXT,X ,Q,21.10,23.30,21.10,23.30,23.30,23.40,84,8000,177600.00,
514266,ZENITH FIBRE,XT,Q,99.00,99.00,99.00,99.00,99.00,97.50,2,6,594.00,
514272,BHILWARA SP.,X ,Q,9.12,9.12,9.12,9.12,9.12,8.69,5,5500,50160.00,
514274,AARVEE DENIM,B ,Q,45.00,46.40,44.85,45.45,46.20,46.40,12,276,12562.00,
514286,ASHIMA LTD. ,B ,Q,30.65,31.10,30.15,30.65,30.45,30.85,174,21815,669134.00,
514300,PIONEER EMB ,B ,Q,30.55,32.45,30.55,31.65,31.65,32.00,19,593,18787.00,
514302,VIPPY SPIN. ,X ,Q,47.80,49.00,47.80,48.00,47.85,49.90,10,1130,54157.00,
514322,KAMADGIRI   ,X ,Q,110.00,124.00,110.00,121.85,120.00,122.70,41,1408,169933.00,
514326,PATSPIN INDI,B ,Q,18.95,19.20,18.95,19.20,19.20,18.30,35,9650,184607.00,
514330,OVERSEAS SYN,XT,Q,8.75,8.75,8.36,8.75,8.75,8.80,17,173721,1508369.00,
514348,WINSOME YRN ,T ,Q,1.91,1.91,1.91,1.91,1.91,1.88,4,2152,4110.00,
514354,PREMIER POLY,B ,Q,44.00,44.90,43.00,43.25,43.05,44.20,19,1323,58221.00,
514358,EVERLON SYN.,XT,Q,13.00,13.00,13.00,13.00,13.00,12.40,3,1044,13572.00,
514366,CITIZEN YARN,XT,Q,0.45,0.47,0.45,0.47,0.47,0.45,6,3215,1466.00,
514378,YARN SYNDICA,XT,Q,4.91,4.91,4.91,4.91,4.91,4.68,2,1225,6014.00,
514394,AJIL        ,X ,Q,65.00,65.00,64.95,65.00,65.00,68.00,11,1046,67980.00,
514400,GARWARE SYN.,X ,Q,11.50,11.50,11.50,11.50,11.50,11.88,1,25,287.00,
514412,SARUPINDUS  ,X ,Q,70.95,70.95,60.70,62.00,60.75,60.70,19,1460,92035.00,
514418,MANORG      ,X ,Q,197.50,210.00,197.10,204.90,205.00,201.10,78,8159,1687177.00,
514428,HINDU.ADHESI,X ,Q,111.00,119.90,108.00,118.65,119.90,111.00,12,555,63050.00,
514450,MAHA.RUBTECH,X ,Q,49.05,51.95,49.00,50.55,50.05,51.60,36,6299,314757.00,
514470,WIMSOME TEXT,B ,Q,51.00,52.80,44.00,45.35,45.35,50.20,156,10868,505375.00,
514474,FAIRDEAL FIL,X ,Q,88.25,88.80,86.00,87.15,87.15,90.40,54,11396,989948.00,
514484,THAMBI MOD. ,XT,Q,6.17,6.17,6.17,6.17,6.17,5.88,1,500,3085.00,
515030,ASAHI IN.GLA,B ,Q,357.15,358.30,352.40,355.30,355.45,356.50,125,5301,1887687.00,
515037,MURD.CERAM  ,B ,Q,40.85,42.75,39.20,42.15,42.15,40.80,386,67442,2802359.00,
515043,SAINT-GOBAIN,X ,Q,75.50,76.00,71.95,72.40,72.40,75.00,1749,326747,24256145.00,
515055,ANANTRAJ    ,B ,Q,51.85,51.90,50.20,51.60,51.60,51.70,989,243446,12468574.00,
515085,RESTILE CER.,X ,Q,6.46,6.76,6.46,6.67,6.66,6.71,22,9952,67118.00,
515093,MADHAV MARB.,B ,Q,55.25,57.10,55.25,55.65,55.70,56.60,17,2733,152534.00,
515127,RAMASIGNS   ,X ,Q,20.90,20.90,18.50,19.70,19.70,20.90,17,858,17432.00,
515145,HIND.NAT.GLS,B ,Q,108.00,109.70,105.20,106.55,109.70,108.05,30,311,32903.00,
515147,HALDYN GLASS,X ,Q,41.90,42.50,41.25,41.45,41.80,41.70,111,28869,1206222.00,
516003,SARDA PLY.  ,X ,Q,126.05,126.05,126.05,126.05,126.05,120.05,17,1109,139789.00,
516007,MANGALAM TIM,B ,Q,28.50,28.80,27.65,27.70,27.70,29.10,9,284,7968.00,
516016,SHREYANS IND,B ,Q,152.00,160.05,152.00,159.80,160.00,153.55,98,4920,776795.00,
516022,STAR PAPER  ,B ,Q,224.00,225.20,219.00,219.80,219.80,225.20,97,5396,1195230.00,
516030,YASH PAPERS ,X ,Q,81.85,81.85,79.30,79.70,79.90,80.45,225,46003,3677514.00,
516064,ARROWGREEN  ,B ,Q,357.00,375.00,346.50,367.10,371.40,361.75,958,20040,7327952.00,
516072,VISHNU CHEM ,B ,Q,289.90,289.90,283.50,284.00,284.00,284.25,9,74,21155.00,
516082,N.R.AGARWAL ,B ,Q,493.80,498.00,488.35,492.20,491.00,495.55,73,1363,671116.00,
516092,PUDMJEE IND ,B ,Q,15.00,15.00,14.95,14.95,14.95,14.45,5,480,7188.00,
516096,SANGAL PAPER,XT,Q,105.35,110.90,105.35,110.90,110.90,110.85,80,80,8433.00,
516106,SH.KARTHIK P,X ,Q,17.80,18.25,17.45,18.00,18.00,17.45,38,16291,291549.00,
516108,S.I.PAPER   ,XT,Q,122.00,124.00,121.55,124.00,124.00,122.30,4,547,66876.00,
516110,SCANDENT    ,XT,Q,20.80,20.85,20.30,20.30,20.30,19.90,8,8800,179050.00,
517015,VINDHYA TELE,B ,Q,1136.00,1141.35,1094.95,1097.85,1095.05,1111.40,99,947,1051055.00,
517035,RUTTONSHA IN,X ,Q,50.00,55.00,48.50,53.35,54.20,52.50,13,640,34119.00,
517041,ADORWELDING ,B ,Q,411.00,424.95,411.00,419.30,418.00,410.05,100,136414,56624753.00,
517059,SALZER ELEC ,B ,Q,203.35,203.35,200.00,201.25,201.25,202.90,70,4703,946670.00,
517063,JETINFOTRAN ,X ,Q,61.00,63.50,61.00,61.35,63.50,60.80,5,301,18429.00,
517080,HIGHGROUND  ,B ,Q,11.90,13.06,11.90,13.06,13.06,11.88,347,732257,9355002.00,
517096,APLAB LTD.  ,XT,Q,21.00,21.90,20.05,20.05,20.05,21.10,10,567,11494.00,
517119,PCS TECH    ,X ,Q,23.70,23.75,23.45,23.50,23.50,23.35,7,1055,24977.00,
517140,MOSER BEAR  ,T ,Q,3.95,3.95,3.77,3.84,3.95,3.93,100,57820,222699.00,
517146,USHA MART.LT,B ,Q,25.40,25.70,25.00,25.20,25.20,25.25,211,50667,1279667.00,
517164,ZENITH COMP.,XT,Q,1.15,1.18,1.08,1.08,1.08,1.13,13,6960,7766.00,
517166,SPEL SEMICON,X ,Q,11.99,11.99,11.50,11.77,11.65,12.06,61,29546,344403.00,
517168,SUBROS LTD. ,B ,Q,339.60,355.00,332.35,339.95,339.95,340.85,171,4709,1594632.00,
517174,HONEYWELL   ,B ,Q,18284.00,18385.05,18150.00,18233.45,18150.00,18284.15,46,249,4546002.00,
517206,LUMAX IND   ,B ,Q,2251.75,2268.80,2251.75,2258.05,2264.00,2249.25,18,142,321537.00,
517224,SUJANA INDUS,T ,Q,0.76,0.76,0.70,0.72,0.72,0.73,24,752950,542137.00,
517236,CALCOM VISIO,X ,Q,14.50,15.45,14.50,15.45,15.45,14.05,13,3305,50940.00,
517238,DYNAVISION  ,XT,Q,61.00,63.00,60.05,62.85,60.05,60.05,3,310,19300.00,
517246,BCC FUBA    ,XT,Q,16.25,16.25,16.25,16.25,16.25,17.10,25,6340,103025.00,
517258,PRECISION EL,ST,Q,31.95,31.95,31.95,31.95,31.95,30.50,1,10,319.00,
517264,FINELINE CI ,XT,Q,10.97,10.97,10.95,10.95,10.95,10.45,6,560,6132.00,
517271,HBL P SYS   ,B ,Q,50.30,50.40,49.20,49.65,49.65,49.65,225,32516,1613711.00,
517288,GUJARATPOLY ,XT,Q,14.50,15.00,14.30,15.00,15.00,15.00,8,681,9781.00,
517300,GUJ.IND.POW.,B ,Q,107.45,107.80,105.20,105.40,105.40,105.55,206,19628,2088521.00,
517330,CMI LTD.    ,B ,Q,241.40,244.90,237.95,240.75,240.25,245.75,88,3476,837650.00,
517334,MOTHERSON SS,A ,Q,343.90,346.40,336.85,343.20,343.20,340.80,1203,479338,163494379.00,
517344,MINDTECK (I),B ,Q,60.80,60.80,56.00,57.30,57.95,57.90,25,982,56417.00,
517354,HAVELLSINDIA,A ,Q,536.00,536.00,527.00,531.00,531.50,534.10,1683,28174,14938428.00,
517356,ACI INFOCOM ,ST,Q,3.30,3.30,3.06,3.06,3.06,3.22,2,201,615.00,
517370,INCAP LTD.  ,XT,Q,90.00,92.70,90.00,92.70,92.70,90.65,6,506,45556.00,
517372,GUJ.INTRUX  ,X ,Q,103.05,109.00,103.05,109.00,109.00,105.00,2,11,1193.00,
517380,IGARSHI MOT ,B ,Q,838.30,843.80,826.25,832.75,835.00,830.05,29,370,308855.00,
517385,SYMPHONY    ,A ,Q,1773.85,1875.00,1773.85,1841.40,1841.40,1789.00,1583,19178,35141151.00,
517411,SHYAM TELEC.,B ,Q,16.40,17.50,16.40,17.35,17.50,16.95,4,178,2955.00,
517415,LEE&NEE SOFT,XT,Q,2.89,2.90,2.76,2.89,2.76,2.90,14,5050,14419.00,
517417,PATEL AIRTEM,X ,Q,176.25,185.00,174.00,180.40,180.25,172.00,186,8312,1500889.00,
517421,BFLYGANDHI  ,B ,Q,510.05,523.65,508.00,519.85,515.00,510.75,84,2496,1288805.00,
517429,ATHENAGLO   ,XT,Q,14.70,14.70,14.70,14.70,14.70,14.00,1,75,1102.00,
517437,DUTRON POLY.,XT,Q,143.45,143.45,134.00,134.00,134.00,139.50,5,233,31325.00,
517447,R.S.SOFTWARE,B ,Q,58.25,58.45,56.80,56.95,57.00,57.90,97,6887,395108.00,
517449,MAGNA ELECTR,X ,Q,177.30,181.35,177.00,179.85,180.00,181.00,17,442,79072.00,
517467,MARSONS     ,XT,Q,3.97,3.97,3.61,3.95,3.95,3.79,26,5671,21919.00,
517477,ELNET TECH. ,X ,Q,152.00,156.00,152.00,156.00,156.00,153.95,4,181,28193.00,
517481,APTL        ,XT,Q,4.72,4.95,4.51,4.95,4.95,4.72,8,1970,9314.00,
517498,WEBELSOLAR  ,B ,Q,87.40,91.80,87.10,90.25,90.20,87.60,580,61043,5479752.00,
517500,ROTO PUMPS  ,X ,Q,105.40,114.90,102.60,113.25,113.25,104.70,1577,143255,15842482.00,
517506,TTK PRESTIGE,A ,Q,6485.00,6610.00,6435.00,6583.15,6610.00,6513.05,43,93,608707.00,
517514,DHINDIA     ,XT,Q,20.65,22.45,20.65,20.70,20.65,21.65,18,6905,142762.00,
517518,LEEL        ,B ,Q,239.45,246.90,238.80,242.80,242.80,239.65,212,11582,2805152.00,
517522,RAJ GLO WIR ,X ,Q,584.80,584.80,560.00,569.00,580.00,579.35,44,1406,801931.00,
517530,SURANATP    ,B ,Q,5.23,5.23,4.75,5.04,5.04,5.08,10,4226,20640.00,
517536,ONWARD TECHN,B ,Q,95.00,95.50,93.70,93.80,93.75,93.00,40,2794,263662.00,
517544,CENTUM ELEC ,B ,Q,549.70,552.95,536.35,537.95,537.00,550.50,98,1068,576997.00,
517546,ALFA TRANSFO,X ,Q,43.20,45.00,43.20,45.00,45.00,45.45,41,13015,580793.00,
517548,STARLITE COM,X ,Q,49.15,50.90,49.00,49.10,49.00,50.35,88,11718,577264.00,
517552,ADVANCED MIC,Z ,Q,5.05,5.19,5.05,5.19,5.19,4.95,9,450,2315.00,
517554,NHCFOODS    ,XT,Q,12.40,12.90,12.40,12.90,12.90,12.85,8,4650,57885.00,
517556,PVP VENT LTD,B ,Q,6.26,6.50,6.26,6.42,6.45,6.44,40,27661,177978.00,
517562,TRIGYN TECH ,B ,Q,137.80,141.65,136.30,138.40,138.05,136.85,182,9040,1255368.00,
517569,KEI INDUST. ,B ,Q,435.85,457.75,431.00,453.45,453.45,434.40,2432,115328,51571776.00,
517571,IMPPOWERS   ,B ,Q,100.00,100.20,94.95,96.20,96.20,98.25,10,6675,649342.00,
518011,KEERTHI     ,XT,Q,127.10,132.90,126.70,132.80,132.80,133.25,10,116,15042.00,
518029,GUJ.SIDH.CEM,T ,Q,30.30,31.50,30.30,31.00,31.00,30.75,35,36125,1129544.00,
518091,ANJANI PORTL,B ,Q,206.15,215.50,201.70,203.80,201.70,199.85,64,1983,413310.00,
519003,MODINATURAL ,X ,Q,99.00,99.00,99.00,99.00,99.00,99.85,1,500,49500.00,
519031,SHAH FOOD(P),XT,Q,111.00,116.25,111.00,116.25,116.25,110.75,3,17,1929.00,
519091,TASTY BITE  ,B ,Q,7901.00,8149.35,7805.00,8062.55,8100.10,8050.60,77,243,1956721.00,
519097,RITESH INTER,XT,Q,11.61,11.61,10.75,11.58,11.58,11.06,82,18347,210082.00,
519105,AVT NATURAL ,B ,Q,40.30,40.30,39.30,39.80,39.80,40.20,132,12368,493157.00,
519126,HIND.FOODS  ,XT,Q,332.20,332.20,318.50,330.75,332.00,316.40,137,11368,3755439.00,
519136,NAHAR INDUST,B ,Q,84.15,85.00,81.10,84.95,84.95,82.85,148,13703,1141953.00,
519152,VADILAL ENT ,XT,Q,1191.00,1200.00,1143.00,1200.00,1200.00,1147.00,10,163,193852.00,
519156,VADILAL IND ,B ,Q,874.55,892.00,865.00,873.70,873.70,871.85,167,2066,1803064.00,
519183,ADF FOODS LT,B ,Q,222.15,224.65,220.00,222.70,220.35,222.10,516,45253,10077502.00,
519214,WILLIAM.FIN.,XT,Q,27.75,28.90,27.75,27.90,27.90,27.55,4,330,9185.00,
519216,AJANTA SOYA ,X ,Q,50.25,50.25,48.40,49.40,50.00,49.00,11,1704,83293.00,
519238,SAPTARISHI A,P ,Q,6.62,6.62,6.62,6.62,6.62,6.96,2,1000,6620.00,
519248,JVL AGRO    ,B ,Q,25.65,25.70,25.10,25.45,25.45,25.70,161,23069,586649.00,
519260,SANWARIA    ,B ,Q,21.25,22.30,20.50,22.30,22.30,21.25,1889,1943355,41848339.00,
519262,PRIMA AGRO L,XT,Q,33.80,33.80,33.80,33.80,33.80,33.80,3,4200,141960.00,
519279,MADHUR IND  ,X ,Q,10.02,10.02,10.02,10.02,10.02,10.02,1,400,4008.00,
519285,TARAI FOODS ,XT,Q,4.97,5.00,4.90,4.90,4.90,4.97,9,1012,4994.00,
519287,MODERN DAIRI,XT,Q,7.73,7.73,7.06,7.67,7.67,7.39,49,8967,66653.00,
519295,BAMBINO AGRO,XT,Q,225.05,231.95,219.95,219.95,219.95,226.00,26,3532,784269.00,
519307,VIKAS WSP   ,X ,Q,13.55,13.90,13.40,13.55,13.45,13.70,131,86546,1185042.00,
519359,POONA DAL   ,X ,Q,62.15,64.00,57.50,62.25,62.00,63.65,62,2400,146969.00,
519383,ANIK INDS   ,B ,Q,33.30,34.70,33.30,34.70,34.70,34.90,4,1450,49165.00,
519421,KSE LIMITED ,XT,Q,2949.00,2949.00,2850.00,2875.55,2865.00,2897.90,79,859,2471981.00,
519455,NARBADA     ,XT,Q,24.85,24.85,22.55,22.55,22.55,23.70,7,79,1905.00,
519457,VIRAT CRANE ,X ,Q,57.40,59.75,57.40,59.00,59.00,56.00,24,3048,178434.00,
519475,CHORDIA FOOD,XT,Q,142.00,142.00,142.00,142.00,142.00,145.85,6,1408,199936.00,
519477,CIANAGRO    ,P ,Q,44.75,44.75,44.75,44.75,44.75,42.70,1,100,4475.00,
519483,TAI INDUST. ,XT,Q,21.35,21.35,19.60,19.60,19.60,20.50,7,568,11309.00,
519491,OCEAN AGRO  ,X ,Q,23.20,23.20,21.05,22.80,22.80,21.10,17,1205,27690.00,
519494,N K INDUST. ,B ,Q,53.50,53.95,52.00,53.95,53.95,55.20,8,1225,64656.00,
519532,ASIAN TEA   ,XT,Q,15.90,15.90,15.90,15.90,15.90,15.90,2,1000,15900.00,
519552,HERITGFOOD  ,B ,Q,738.15,776.95,731.05,760.60,760.60,744.00,345,3021,2275865.00,
519560,NEHA INTER. ,X ,Q,6.30,6.58,6.30,6.39,6.58,6.50,33,7887,50754.00,
519566,SIMRAN FARMS,XT,Q,133.10,133.10,127.15,129.95,133.00,133.10,31,1634,211024.00,
519570,LAKSHMI OVER,B ,Q,21.90,22.50,19.70,19.95,19.95,20.80,151,43372,888405.00,
519588,DFM FOODS   ,B ,Q,1461.00,1470.00,1450.00,1470.00,1470.00,1425.00,5,9,13152.00,
519600,CCL PRODUCTS,B ,Q,290.00,297.50,287.00,288.50,288.50,288.55,181,4669,1367428.00,
519602,KELLTONTEC  ,B ,Q,76.70,77.80,73.50,74.10,74.10,75.40,754,54448,4059664.00,
519612,MAHAAN FOODS,X ,Q,16.45,16.45,16.10,16.10,16.10,15.75,2,100,1627.00,
520008,RICO AUTO   ,B ,Q,82.90,83.80,81.55,82.30,82.40,82.50,196,27866,2290567.00,
520021,OMAX AUTOS. ,T ,Q,182.05,182.05,175.00,182.05,182.05,173.40,322,40166,7300941.00,
520043,MUNJAL SHOWA,B ,Q,223.05,228.10,222.50,223.95,223.50,225.90,32,13094,2950329.00,
520051,JAMNA AUTO  ,B ,Q,85.40,85.85,84.30,84.60,84.80,85.00,415,77931,6620250.00,
520056,SUNDAR.CLAY ,B ,Q,4969.20,4969.20,4946.75,4946.75,4946.75,4948.50,2,2,9915.00,
520057,SONA KOYO ST,B ,Q,106.85,106.85,105.10,106.20,106.10,105.70,287,24385,2583911.00,
520059,MUNAUTO     ,B ,Q,75.95,76.70,75.10,76.30,76.25,76.40,119,6808,519026.00,
520066,JAYBH.MARUTI,B ,Q,485.70,485.70,477.70,480.90,479.25,487.55,228,3272,1576183.00,
520073,RACLGEAR    ,X ,Q,65.75,65.75,62.50,64.05,63.70,63.65,71,6082,388687.00,
520075,SAMKRG PIST.,X ,Q,303.00,306.00,301.00,304.70,304.70,302.50,55,2915,885239.00,
520077,AMTEK AUTO  ,Z ,Q,23.05,23.95,22.40,22.50,22.55,23.55,307,102886,2341269.00,
520086,SICAL LOG   ,B ,Q,210.05,214.60,210.05,213.80,214.60,211.25,38,1739,370952.00,
520111,RATNAMNI MET,B ,Q,952.70,958.00,942.00,953.75,957.80,958.10,51,362,344595.00,
520113,VESUVIUS IND,B ,Q,1287.00,1294.00,1280.00,1282.15,1281.05,1287.30,45,436,560823.00,
520119,AUTOMOTIVE S,B ,Q,80.55,82.50,80.30,81.60,81.75,82.05,65,3059,247560.00,
520123,ABC INDIA   ,X ,Q,158.00,165.00,149.00,150.90,152.00,156.65,673,52235,8132048.00,
520127,BALURGHAT TE,XT,Q,4.44,4.44,4.43,4.43,4.43,4.23,3,215,952.00,
520151,SHREY SH LOG,B ,Q,555.00,560.00,545.00,554.00,554.00,552.00,17,246,136489.00,
520155,STARLOG     ,X ,Q,49.80,49.80,47.00,47.00,47.00,49.80,7,512,24632.00,
521016,INDO COUNT  ,A ,Q,97.45,97.45,94.00,96.40,97.15,97.20,523,43664,4178930.00,
521018,MARAL OVERS ,B ,Q,37.00,37.50,36.35,36.80,37.20,36.90,23,1647,61044.00,
521030,NAKODA      ,T ,Q,0.33,0.33,0.33,0.33,0.33,0.33,6,2301,759.00,
521034,SOMA TEXTILE,B ,Q,15.05,15.05,13.50,14.10,14.04,14.02,45,10761,149767.00,
521064,TRIDENT     ,A ,Q,74.65,74.75,72.70,73.05,73.40,73.85,820,109568,8067511.00,
521070,ALOK INDS.  ,T ,Q,4.31,4.32,3.96,4.04,4.10,4.16,526,1096033,4492804.00,
521082,SPENTEX INDS,T ,Q,4.06,4.15,4.02,4.02,4.02,4.08,14,7530,30474.00,
521097,AMARJOTHI SP,X ,Q,137.05,143.00,137.05,139.40,139.40,138.60,94,2961,413180.00,
521105,OLYMPIA IND.,XT,Q,109.00,109.00,108.80,109.00,109.00,106.90,15,895,97554.00,
521109,NAGREEKA EXP,B ,Q,32.70,35.00,31.50,33.75,33.60,32.70,15,868,28784.00,
521113,SUDITI IND. ,XT,Q,71.25,71.25,67.00,67.15,69.30,68.75,23,2757,186683.00,
521131,SBFL        ,X ,Q,8.75,8.75,8.75,8.75,8.75,9.00,1,100,875.00,
521149,PRIME URBAN ,X ,Q,18.05,20.30,18.05,19.30,19.45,19.20,35,6297,117978.00,
521151,DHANLXMI FAB,X ,Q,32.90,32.95,32.90,32.95,32.95,31.95,2,20,658.00,
521163,ZODIAC CLOTH,B ,Q,171.40,178.70,171.40,176.75,176.75,172.25,36,1839,323038.00,
521167,FRONT BUSS  ,X ,Q,10.00,10.35,9.81,10.34,9.90,10.29,41,59876,605972.00,
521180,SUPER SPIN. ,B ,Q,14.30,14.30,13.92,14.10,14.10,14.06,40,11154,157279.00,
521182,SEASONS FUR.,XT,Q,8.50,8.85,8.50,8.85,8.85,8.50,3,110,938.00,
521194,SIL INVEST  ,B ,Q,405.00,407.00,395.00,403.00,404.80,412.35,23,325,130872.00,
521200,SURYLAK.COTT,B ,Q,70.70,70.70,70.00,70.00,70.00,70.95,9,1169,81974.00,
521206,SAMTEX FASH.,X ,Q,3.47,3.50,3.15,3.22,3.26,3.28,82,42944,140251.00,
521216,DHAN ROTO SP,XT,Q,50.00,52.40,47.50,48.40,48.40,50.00,19,1477,71989.00,
521220,DAMOINDUS   ,B ,Q,134.75,136.00,134.35,134.75,135.00,134.00,24,1032,139883.00,
521222,SANBLUE     ,X ,Q,4.69,4.69,4.69,4.69,4.69,4.47,1,25,117.00,
521226,UNI ROYAL IN,X ,Q,11.03,11.03,11.03,11.03,11.03,10.51,2,1000,11030.00,
521228,TATIA GLOB  ,X ,Q,0.46,0.46,0.46,0.46,0.46,0.48,5,17100,7866.00,
521232,SUNIL INDUS.,P ,Q,39.10,39.10,39.10,39.10,39.10,37.25,1,100,3910.00,
521240,SAMBANDAM SP,X ,Q,127.00,128.25,126.60,128.10,128.00,126.60,4,45,5721.00,
521242,KANDAGIRI SP,X ,Q,29.75,29.75,26.00,26.55,26.55,28.50,36,1387,37161.00,
521248,KITEX GARMEN,B ,Q,241.45,242.90,237.60,239.35,237.60,241.30,49,997,239068.00,
522001,CRANEX LTD. ,X ,Q,20.15,20.20,20.15,20.20,20.20,19.30,8,2034,40990.00,
522004,BATLIBOI LTD,XT,Q,26.10,27.25,26.10,26.95,27.00,27.15,20,1891,50893.00,
522005,AUSTIN ENGG.,XT,Q,82.80,87.10,82.80,87.00,87.00,87.00,3,11,953.00,
522014,UNITED DRILL,Z ,Q,250.00,250.00,250.00,250.00,250.00,250.00,3,141,35250.00,
522017,FLUIDOMAT   ,X ,Q,184.85,185.00,175.50,176.05,175.50,180.00,34,1280,226980.00,
522029,WINDSOR MACH,B ,Q,113.00,114.00,108.05,109.75,110.50,112.15,271,66694,7453382.00,
522034,SHANTHI GEAR,B ,Q,131.35,133.00,131.00,131.80,131.80,131.30,32,2643,347808.00,
522064,HONDA SIEL  ,B ,Q,1452.00,1452.00,1421.00,1428.60,1421.00,1456.90,66,759,1088102.00,
522073,HITECHGEAR  ,B ,Q,455.75,455.75,445.20,447.60,446.75,454.35,54,862,389035.00,
522074,ELGI EQUIP  ,B ,Q,282.05,294.00,282.00,283.55,283.55,282.90,84,459266,130222689.00,
522101,KILBURN ENGG,X ,Q,79.55,80.80,77.20,78.50,78.50,77.80,30,2055,162139.00,
522105,BIRLA PRETEC,X ,Q,8.57,8.57,7.37,7.77,7.68,7.80,30,6033,47005.00,
